postID,title,description,date,group
202,"28 NĐT năng lượng tái tạo kiến nghị khẩn cấp do hơn 13 tỷ USD đầu tư bị đe dọa, nguy cơ vỡ nợ","Nhóm nhà đầu tư năng lượng tái tạo, bao gồm ACEN Vietnam với 14 dự án (852 MWp), cảnh báo nguy cơ vỡ nợ diện rộng khi hơn 13 tỷ USD vốn đầu tư bị ảnh hưởng bởi các vướng mắc chính sách.",2025-03-09T16:00:00+07:00,Kinh tế
203,"Nhiều yếu tố tích cực giúp ổn định tỷ giá, dự báo dao động 25.500 - 25.800 VND/USD trong quý I","Môi trường vĩ mô ổn định và cải thiện được kỳ vọng sẽ hỗ trợ tỷ giá trong năm 2025, với dự báo dao động trong khoảng 25.500 - 25.800 VND/USD trong quý I này.",2025-03-09T16:00:00+07:00,Thế giới
204,"Elon Musk trả giá vì chính trị, cổ phiếu Tesla giảm 7 tuần liên tiếp, tài sản ""bay"" hơn 100 tỷ USD","Sự tập trung quá mức vào chính trị của Elon Musk khiến cổ phiếu Tesla lao dốc 7 tuần liền, tài sản cá nhân giảm hơn 100 tỷ USD trong một tháng, triển vọng ngày càng u ám.",2025-03-09T16:00:00+07:00,Thế giới
205,Căng thẳng địa chính trị và hợp tác quốc tế,"Mỹ bác kế hoạch G7 giám sát tàu dầu Nga, Elon Musk tiếp tục ủng hộ Mỹ rời NATO, Trung Quốc cam kết hóa giải khác biệt COC với ASEAN, Hàn Quốc ký thỏa thuận xuất khẩu thêm xe tăng K2 sang Ba Lan.",2025-03-10T16:00:00+07:00,Thế giới
206,"Thị trường trái phiếu doanh nghiệp tháng 2/2025 không phát hành mới, mua lại giảm mạnh",Thị trường TPDN tháng 2/2025 ghi nhận không có đợt phát hành mới nào và lượng mua lại trái phiếu trước hạn cũng giảm mạnh so với tháng trước.,2025-03-10T16:00:00+07:00,Kinh tế
207,"Mỹ rút khỏi JETP, đặt dấu hỏi về hỗ trợ chuyển đổi năng lượng cho Việt Nam","Chính phủ Mỹ rút khỏi Đối tác chuyển đổi năng lượng công bằng (JETP), gây lo ngại về nguồn tài chính hỗ trợ Việt Nam và các nước đang phát triển chuyển đổi từ than đá sang năng lượng sạch.",2025-03-10T16:00:00+07:00,Kinh tế
208,"Tăng cường thanh tra ngân hàng ""sân sau"", xử lý tồn tại ở các chi nhánh","Chính phủ yêu cầu NHNN tăng cường thanh tra ngân hàng có ""sân sau"" BĐS; các tồn tại được chỉ ra tại Vietcombank Phú Nhuận, Sacombank Bình Dương và Bến Cát; VietABank bị phạt thuế gần 4,2 tỷ đồng do khai sai.",2025-03-10T16:00:00+07:00,Tài chính
209,"Đất Sóc Sơn từng ""thổi giá"" 30 tỷ/m2 trúng đấu giá 48,9 triệu/m2","Phiên đấu giá 36 thửa đất tại Sóc Sơn (Hà Nội) có giá trúng cao nhất 48,9 triệu đồng/m2, gấp 5 lần khởi điểm; Thị xã Sơn Tây cũng đấu giá thành công 28 thửa đất, tăng 167,23% so với giá khởi điểm.",2025-03-10T16:00:00+07:00,Bất động sản
210,Thương mại Việt - Mỹ vượt 22 tỷ USD trong 2 tháng đầu năm 2025,Mỹ tiếp tục là thị trường xuất khẩu lớn nhất của Việt Nam với kim ngạch thương mại song phương đạt trên 22 tỷ USD trong 2 tháng đầu năm; doanh nghiệp được khuyến nghị đa dạng hóa thị trường để ứng phó rủi ro thuế quan.,2025-03-10T16:00:00+07:00,Kinh tế
211,"Hoàn thiện khung pháp lý tài sản số, tài sản mã hóa trước 13/3","Thủ tướng yêu cầu Bộ Tài chính hoàn thiện hồ sơ Nghị quyết thí điểm quản lý tài sản ảo, tài sản mã hóa, báo cáo Thường trực Chính phủ trước ngày 13/3/2025.",2025-03-10T16:00:00+07:00,Tài chính
212,"Kinh tế Trung Quốc đối mặt giảm phát, nhu cầu yếu ảnh hưởng khu vực","Lạm phát Trung Quốc tháng 2 giảm 0,7% (lần đầu âm sau 15 năm), BĐS trì trệ, nhu cầu yếu gây lo ngại giảm phát và ảnh hưởng sức mua hàng hóa Đông Nam Á; chứng khoán Thượng Hải, Hong Kong giảm điểm.",2025-03-10T16:00:00+07:00,Thế giới
213,"Giá vàng nhẫn có thể lên 95 triệu/lượng, gạo Việt đối mặt áp lực giảm giá",Giá vàng nhẫn dự báo đạt 95 triệu đồng/lượng nếu giá thế giới chạm 3.000 USD/ounce; giá gạo xuất khẩu Việt Nam nguy cơ giảm do Ấn Độ dỡ lệnh cấm xuất khẩu gạo 100% tấm.,2025-03-10T16:00:00+07:00,Hàng hóa
214,"Chính phủ đặt mục tiêu tăng trưởng GDP 8%, yêu cầu cắt giảm 30% thủ tục hành chính, chi phí kinh doanh","Thủ tướng chỉ đạo quyết liệt đạt mục tiêu GDP 8% năm 2025 (Công điện 22/CĐ-TTg), yêu cầu cắt giảm ít nhất 30% thời gian xử lý TTHC, 30% chi phí kinh doanh, bãi bỏ 30% điều kiện kinh doanh không cần thiết, và nghiên cứu mở rộng giảm thuế VAT 6 tháng cuối năm 2025 và 2026.",2025-03-10T16:00:00+07:00,Kinh tế
215,"Phát triển nhà ở xã hội ì ạch do vướng thủ tục, quỹ đất, GPMB","Việc phát triển NOXH gặp khó khăn do vướng mắc thủ tục, thiếu quỹ đất, nhiều DN phải tự GPMB; HoREA đề xuất 5 cơ chế đặc thù thí điểm; UDIC cảnh báo lừa đảo bán NOXH dự án Hạ Đình.",2025-03-10T16:00:00+07:00,Bất động sản
216,"Giá thịt heo tăng cao, Việt Nam tăng gấp đôi nhập khẩu thịt heo đông lạnh","Giá thịt heo tăng cao gây khó khăn cho tiểu thương, trong khi Việt Nam nhập khẩu 12.600 tấn thịt heo đông lạnh (33,75 triệu USD) trong tháng 1, tăng gấp đôi so với cùng kỳ năm trước.",2025-03-10T16:00:00+07:00,Hàng hóa
217,Bắt đầu tái cấu trúc ngân hàng yếu kém với nhiều ưu đãi,"Vietcombank, MB, VPBank, HDBank chuẩn bị vay tái cấp vốn lãi suất ưu đãi, giảm 50% dự trữ bắt buộc để nhận chuyển giao TCTD yếu kém theo Luật các TCTD 2024 (sửa đổi).",2025-03-10T16:00:00+07:00,Tài chính
218,VCB hỗ trợ VN-Index vượt 1.330 điểm,"VCB cùng VIC là hai trụ cột hỗ trợ mạnh giúp VN-Index tăng hơn 4 điểm lên 1.330,28 điểm trong phiên giao dịch 10/3.",2025-03-10T16:00:00+07:00,Thị trường
219,SSI hé lộ doanh nghiệp BĐS nắm giữ lượng lớn cổ phiếu ngân hàng,Dữ liệu SSI iBoard ngày 10/3/2025 cho thấy nhiều doanh nghiệp bất động sản đang sở hữu lượng lớn cổ phiếu ngân hàng.,2025-03-10T16:00:00+07:00,Tài chính
220,Loạt dự án hạ tầng giao thông trọng điểm được thúc đẩy,"Cả nước phấn đấu hoàn thành 1.188 km cao tốc trong năm 2025 với 28 dự án thành phần, nghiên cứu nâng cấp cao tốc Bắc-Nam lên 6 làn xe; Thủ tướng yêu cầu nghiên cứu đường sắt TP.HCM - Long Thành; TP.HCM quy hoạch TOD 26ha tại Tân Phú (Metro 2), chờ duyệt cầu Cần Giờ 7,3km; Hà Nội phê duyệt đường nối Tây Thăng Long, khởi công 2 dự án 1.400 tỷ; Dự án đường ven sông Tiền Giang gần 2.000 tỷ chậm tiến độ, xin gia hạn đến cuối 2025.",2025-03-10T16:00:00+07:00,Kinh tế
221,"Chính sách thuế quan của Trump gây biến động chuỗi cung ứng, kinh tế toàn cầu","Việc TT Trump áp thuế quan mới tác động chuỗi cung ứng toàn cầu, kinh tế Đức (ô tô), ngành gạo Thái Lan; Trung Quốc đáp trả bằng thuế nông sản Mỹ; Mỹ cũng cảnh báo thuế gỗ, sữa Canada tới 250%.",2025-03-10T16:00:00+07:00,Thế giới
222,"TTCK Việt Nam kỳ vọng vận hành KRX quý 2/2025, nâng hạng theo FTSE Russell tháng 4/2025","Thị trường chứng khoán được kỳ vọng tích cực với hệ thống KRX sắp vận hành (VNDirect dự kiến Q2/2025) và khả năng nâng hạng theo FTSE Russell (kết quả 9/4/2025), dù có rủi ro ngắn hạn và rung lắc; VNINDEX có thể đạt 1.360 điểm tháng 3.",2025-03-10T16:00:00+07:00,Thị trường
223,"Lãi suất huy động tiếp tục giảm, tín dụng chờ 'bơm' 2,5 triệu tỷ vào nền kinh tế","Nhiều ngân hàng như Techcombank, BIDV giảm lãi suất huy động 0,1%/năm; NHNN yêu cầu đáp ứng đủ nhu cầu ngoại tệ hợp pháp; dòng tiền 2,5 triệu tỷ dự kiến tập trung vào hạ tầng và BĐS; gói tín dụng lâm, thủy sản có thể nâng lên trên 100.000 tỷ đồng.",2025-03-10T16:00:00+07:00,Tài chính
224,"Khối ngoại bán ròng mạnh 500 tỷ, xả Bluechips nhưng mua ròng MWG trăm tỷ","Phiên 10/3, khối ngoại tiếp tục bán ròng hơn 500 tỷ đồng, tập trung ""xả"" mạnh 2 cổ phiếu Bluechips, ngược lại MWG và SHS được mua ròng mạnh mỗi mã hơn trăm tỷ đồng.",2025-03-10T16:00:00+07:00,Thị trường
225,"Cổ phiếu Tesla lao dốc 15% (phiên tệ nhất 5 năm), vốn hóa bốc hơi 800 tỷ USD","Cổ phiếu Tesla giảm mạnh 15% (mất 50% từ đỉnh), vốn hóa giảm gần 800 tỷ USD, khiến Elon Musk mất gần 30 tỷ USD trong 1 ngày, trong bối cảnh ông Trump tuyên bố sẽ mua xe ủng hộ.",2025-03-11T16:00:00+07:00,Thế giới
226,Rắc rối pháp lý đất đai và quy định căn hộ lưu trú,"Bà Rịa - Vũng Tàu đề nghị truy tố 17 người trong vụ án đất đai lừa đảo, hối lộ hơn 170 tỷ đồng; người dân lo mất cọc, đền hợp đồng khi TP.HCM cấm cho thuê căn hộ lưu trú ngắn ngày.",2025-03-11T16:00:00+07:00,Bất động sản
227,"Việt Nam đẩy mạnh phát triển AI, hợp tác với Singapore, Misa ứng dụng tăng năng suất","Việt Nam xác định AI là mũi nhọn, hợp tác với Singapore (AI, bán dẫn, tài chính); Misa ứng dụng AI giảm nhân sự từ 600 xuống 350, tăng năng suất 1,71 lần; sẽ có trợ lý AI tư vấn tài chính, dạy tiếng Anh.",2025-03-11T16:00:00+07:00,Kinh tế
228,"Khối ngoại bán ròng hàng trăm tỷ, VHM được mua ròng mạnh nhất 98 tỷ đồng","Phiên 11/3, khối ngoại tiếp tục bán ròng hàng trăm tỷ đồng trên thị trường chứng khoán Việt Nam, tuy nhiên cổ phiếu VHM được mua ròng mạnh nhất với giá trị 98 tỷ đồng.",2025-03-11T16:00:00+07:00,Thị trường
229,Vietcombank Đông Đồng Nai ký hợp tác toàn diện với Bệnh viện Đa khoa Đồng Nai,Vietcombank (VCB) chi nhánh Đông Đồng Nai và Bệnh viện Đa khoa Đồng Nai đã ký kết thỏa thuận hợp tác toàn diện vào ngày 10-3.,2025-03-11T16:00:00+07:00,Tài chính
230,"Trung Quốc đối mặt giảm phát, đưa AI vào giáo dục, tăng cường đường sắt châu Âu","Giá tiêu dùng Trung Quốc giảm, nhiều thương hiệu xa xỉ rút lui, chính phủ chi 41 tỷ USD kích cầu; Bắc Kinh đưa AI vào giảng dạy từ tháng 9; hàng hóa qua tuyến đường sắt Trung-Âu tăng nhanh; Thượng Hải dẫn đầu thế giới về lượng ô tô thông qua cảng (3,63 triệu xe năm 2024).",2025-03-11T16:00:00+07:00,Thế giới
231,"Hoa Kỳ điều tra chống bán phá giá sơmi rơmoóc Việt Nam, giá thép và đồng giảm","Liên minh các nhà sản xuất sơmi rơmoóc Hoa Kỳ kiện yêu cầu điều tra chống bán phá giá sản phẩm từ Việt Nam (HS 8716.39.0090, 8716.90.5060); giá thép và đồng giảm ngày 11/3 do lo ngại nhu cầu toàn cầu.",2025-03-11T16:00:00+07:00,Hàng hóa
232,"Sản xuất công nghiệp Bắc Giang tháng 2 tăng 54,57%, Nam Định đặt mục tiêu GRDP 10,5% năm 2025","Chỉ số IIP Bắc Giang tháng 2/2025 tăng 54,57% so với cùng kỳ (chế biến, chế tạo tăng 55,58%); Nam Định đặt mục tiêu tăng trưởng GRDP 2025 từ 10,5% trở lên.",2025-03-11T16:00:00+07:00,Kinh tế
233,"Chính phủ giảm 30% tiền thuê đất năm 2024, Đồng Nai đấu giá 37 khu đất",UBTVQH thống nhất giảm 30% tiền thuê đất năm 2024 để hỗ trợ doanh nghiệp; Đồng Nai lên kế hoạch đấu giá 37 khu đất (ước tính 21.000 tỷ đồng) để bổ sung vốn đầu tư công.,2025-03-11T16:00:00+07:00,Bất động sản
234,"Nhật Bản đấu thầu gạo bình ổn giá, BoJ có thể tăng lãi suất giữa năm, kinh tế đối mặt khó khăn","Chính phủ Nhật Bản đấu thầu 210.000 tấn gạo dự trữ để bình ổn giá; BoJ có thể tăng lãi suất giữa năm; kinh tế đối mặt vòng luẩn quẩn lương không tăng, tiêu dùng trì trệ; Norovirus bùng phát.",2025-03-11T16:00:00+07:00,Thế giới
235,"Bộ Tài chính trình Nghị quyết thí điểm quản lý tài sản ảo trước 13/3, Việt Nam có 17 triệu người sở hữu","Thủ tướng yêu cầu Bộ Tài chính hoàn thiện Nghị quyết thí điểm quản lý tài sản ảo, mã hóa trước 13/3, trong bối cảnh Việt Nam có khoảng 17 triệu người sở hữu (17% dân số, thứ 5 toàn cầu).",2025-03-11T16:00:00+07:00,Tài chính
236,"Lo ngại suy thoái Mỹ do thuế quan khiến chứng khoán lao dốc, Dow Jones mất 1.000 điểm, vốn hóa giảm 4 nghìn tỷ USD","Nỗi lo suy thoái kinh tế Mỹ bùng phát sau tuyên bố thuế quan của ông Trump (người không loại trừ khả năng suy thoái), khiến Dow Jones có lúc giảm 1.000 điểm, Nasdaq tệ nhất 3 năm, xóa 4 nghìn tỷ USD vốn hóa thị trường trong 3 tuần, thúc đẩy dòng tiền vào trái phiếu Kho bạc Mỹ, đồng yen, franc Thụy Sỹ và kỳ vọng Fed cắt giảm lãi suất từ tháng 6.",2025-03-11T16:00:00+07:00,Thế giới
237,"Căng thẳng thương mại Mỹ - Canada/Nhật Bản/Trung Quốc leo thang, ảnh hưởng kinh tế toàn cầu","Canada giữ vững lập trường thuế quan trả đũa dù Mỹ hoãn thuế; Nhật Bản đề nghị Mỹ miễn trừ thuế ô tô, thép nhưng chưa được đảm bảo; thuế quan Mỹ khiến Chinatown lao đao, nhà đầu tư Trung Quốc thờ ơ; các biện pháp này cùng áp lực giảm phát Trung Quốc tiềm ẩn rủi ro cho kinh tế toàn cầu.",2025-03-11T16:00:00+07:00,Thế giới
238,"Hệ thống KRX dự kiến vận hành tháng 5-6/2025, HoSE kiểm thử từ 17/03, hướng tới nâng hạng","UBCKNN công bố lộ trình triển khai hệ thống KRX vào tháng 5 hoặc 6/2025 sau kiểm thử (HoSE bắt đầu từ 17/03), cùng cơ chế CCP dự kiến năm sau, nhằm thực hiện 9 giải pháp nâng hạng thị trường chứng khoán Việt Nam lên thị trường mới nổi.",2025-03-11T16:00:00+07:00,Thị trường
239,"VN-Index ngược dòng thế giới, được dự báo tích cực năm 2025 dù có thể điều chỉnh ngắn hạn","VN-Index tăng điểm bất chấp thế giới giảm mạnh, được dự báo có thể lên 1.450 điểm (ABS dự báo kịch bản tích cực 1.350 điểm) nhờ vĩ mô khởi sắc, nâng hạng, dòng tiền mạnh, nhưng chuyên gia cảnh báo dấu hiệu tạo đỉnh ngắn hạn về 1.250-1.270 điểm.",2025-03-11T16:00:00+07:00,Thị trường
240,"Đề xuất chính sách thuế mới với nước ngọt, nhân lực công nghệ cao, xăng dầu","Bộ Tài chính đề xuất giảm thuế TNCN cho nhân lực công nghệ cao; Ủy ban Kinh tế và Tài chính đề xuất lùi áp thuế TTĐB với nước ngọt, xe bán tải; nhiều ý kiến không nên áp thuế TTĐB với xăng dầu.",2025-03-11T16:00:00+07:00,Kinh tế
241,"Việt Nam đặt mục tiêu tăng trưởng cao, đẩy mạnh cải cách hành chính và hạ tầng","Chính phủ đặt mục tiêu GDP 2025 tăng 8%, giai đoạn 2026-2030 tăng 2 con số; cả nước dự kiến giảm 8.000 đơn vị hành chính cấp xã (còn 2.500); đẩy nhanh Vành đai 3, Metro TP.HCM, cao tốc Bắc-Nam; sáp nhập Cục Hải quan Lạng Sơn-Cao Bằng; tăng phân cấp quản lý đường sắt.",2025-03-11T16:00:00+07:00,Kinh tế
242,"Thị trường phía Nam trầm lắng ở phân khúc biệt thự/liền kề, sôi động đất nền, căn hộ cho thuê vẫn hút dòng tiền","Thanh khoản biệt thự, nhà liền kề phía Nam chạm đáy (hấp thụ 1% 2 tháng đầu năm) do giá cao, nguồn cung kém hấp dẫn; ngược lại, đất nền Thủ Đức, Nhơn Trạch ""nóng sốt""; căn hộ chung cư vẫn được đầu tư tích sản dù lợi suất cho thuê chỉ hơn 1%/năm.",2025-03-11T16:00:00+07:00,Bất động sản
243,"Giá dầu, vàng, nông sản biến động; xuất khẩu thủy sản, cua ghẹ tăng mạnh","Giá dầu và vàng giảm đầu tuần (11/3) do lo ngại thuế quan Mỹ, sau đó phục hồi nhẹ; VPI dự báo giá xăng giảm tiếp ngày 13/3; giá hồ tiêu giảm mạnh, cà phê tăng, lúa gạo ổn định; xuất khẩu thủy sản 2 tháng đạt 1,4 tỷ USD, riêng cua ghẹ đạt 62 triệu USD (tăng 86%).",2025-03-11T16:00:00+07:00,Hàng hóa
244,"18 ngân hàng giảm lãi suất huy động, mục tiêu tăng trưởng tín dụng 16% (2,5 triệu tỷ đồng) năm 2025","Sau chỉ đạo của Thủ tướng, 18 ngân hàng (gồm cả Big4 như BIDV) đã giảm lãi suất huy động (tổng cộng 16 NH giảm từ cuối tháng 2), dư địa giảm thêm không nhiều, nhằm hỗ trợ mục tiêu tăng trưởng tín dụng 16% (khoảng 2,5 triệu tỷ đồng) của NHNN.",2025-03-11T16:00:00+07:00,Tài chính
245,Cổ phiếu MSN đón sóng nâng hạng và thay đổi quy tắc chỉ số HOSE,Cổ phiếu MSN của Masan có thể hưởng lợi từ quy tắc mới giới hạn tỷ trọng ngành (40%) của HOSE (hiệu lực 30/12/2024) và triển vọng nâng hạng thị trường.,2025-03-12T16:00:00+07:00,Thị trường
246,"Thị trường trái phiếu doanh nghiệp trầm lắng, chờ đợi khung pháp lý tài sản số","Tháng 2/2025 không có đợt phát hành TPDN mới, doanh nghiệp mua lại 2.592 tỷ đồng; doanh nghiệp phải 'nâng cấp' để đáp ứng yêu cầu phát hành; Việt Nam sắp thí điểm sàn giao dịch tiền số, cần hoàn thiện khung pháp lý.",2025-03-12T16:00:00+07:00,Tài chính
247,Cựu Tổng thống Philippines Duterte bị bắt giữ theo lệnh ICC,Ông Rodrigo Duterte bị bắt và đưa đến Tòa án Hình sự Quốc tế (ICC) ở Hà Lan liên quan đến chiến dịch trấn áp ma túy.,2025-03-12T16:00:00+07:00,Thế giới
248,"VCCI cảnh báo sàn TMĐT ép người bán nhỏ, IBM Việt Nam bị phạt thuế","Người bán nhỏ trên sàn TMĐT dễ bị áp chính sách bất lợi, đình chỉ vô cớ; IBM Việt Nam bị phạt 2,45 tỷ đồng do kê khai sai thuế GTGT, TNDN, TNCN.",2025-03-12T16:00:00+07:00,Kinh tế
249,Giá cà phê Mỹ tăng kỷ lục dẫn đến nạn trộm cắp gia tăng,Các công ty vận tải Mỹ báo cáo số vụ trộm cắp cà phê xanh trên xe tải gia tăng do giá hạt cà phê lên mức kỷ lục.,2025-03-12T16:00:00+07:00,Hàng hóa
250,"Thị trường phân hóa, đất nền ven đô và KCN hút dòng tiền","Thanh khoản phía Nam gặp khó đầu năm; đất nền Hòa Lạc 'sốt' với dòng tiền 4-10 tỷ; BĐS Đà Nẵng-Quảng Nam tăng giá theo tin đồn sáp nhập; Thái Bình, Nghệ An có thêm KCN VSIP mới (5.000 tỷ và 1.325 tỷ); Long An có thêm đại dự án 10.000 tỷ.",2025-03-12T16:00:00+07:00,Bất động sản
251,"Việt Nam đẩy mạnh AI, bán dẫn và kinh tế số","Hội nghị AISC 2025 khẳng định vị thế VN; chuyên gia nhận định VN có cơ hội nghìn năm có một với AI, bán dẫn; World Bank nâng dự báo tăng trưởng VN; kinh tế số đặt mục tiêu đóng góp 30% GDP năm 2030.",2025-03-12T16:00:00+07:00,Kinh tế
252,Kinh tế toàn cầu đối mặt nhiều thách thức,"Lạm phát Mỹ tháng 2 tăng thấp hơn dự báo, tăng kỳ vọng Fed cắt giảm lãi suất; EU nhập khẩu kim loại Nga 2,5 tỷ USD bất chấp trừng phạt; vay tiêu dùng Nhật Bản cao nhất 11 năm; doanh nghiệp Mỹ lo ngại bất ổn thuế quan; kinh tế Mexico nguy cơ suy thoái.",2025-03-12T16:00:00+07:00,Thế giới
253,FPT mất gần 1 tỷ USD vốn hóa từ đầu năm do áp lực từ AI giá rẻ,Cổ phiếu FPT giảm mạnh từ sau Tết do sự xuất hiện của mô hình AI giá rẻ DeepSeek (Trung Quốc) gây áp lực lên nhóm công nghệ toàn cầu.,2025-03-12T16:00:00+07:00,Thị trường
254,Rủi ro margin và dòng vốn ETF,Hoạt động cho vay margin của CTCK phát triển mạnh tiềm ẩn rủi ro; các ETF Việt Nam tiếp tục bị rút ròng mạnh trong tháng 2/2025 (hơn 1.137 tỷ đồng).,2025-03-12T16:00:00+07:00,Thị trường
255,Thúc đẩy hạ tầng giao thông trọng điểm và năng lượng,"Phó thủ tướng yêu cầu khắc phục vướng mắc vật liệu Vành đai 3 TP.HCM trước 15/3, Đồng Nai hoàn thành thủ tục mỏ khoáng sản trước 15/3; tháng 9 phải xong 4 cao tốc miền Trung; không lùi tiến độ điện gió ngoài khơi; GS Energy Hàn Quốc sắp khởi công nhà máy LNG 3 tỷ USD tại Long An.",2025-03-12T16:00:00+07:00,Kinh tế
256,"Rà soát FDI báo lỗ, sáp nhập hành chính và cải cách","Phó Thủ tướng yêu cầu Bộ Tài chính rà soát việc FDI báo lỗ tăng trước 15/3; tỉnh giàu có top đầu hoàn thành đề án bỏ cấp huyện, sáp nhập xã trước 5/4; Bộ Nội vụ hoàn thiện sửa đổi Nghị định 178 về nghỉ hưu trước tuổi và sắp xếp đơn vị hành chính.",2025-03-12T16:00:00+07:00,Kinh tế
257,Thủ tướng yêu cầu rà soát thuế với Mỹ và các đối tác chiến lược,"Thủ tướng giao Bộ Tài chính rà soát các sắc thuế với các nước, đặc biệt là đối tác chiến lược như Mỹ, đảm bảo hài hòa lợi ích.",2025-03-12T16:00:00+07:00,Kinh tế
258,"Trump gây chao đảo thị trường với thuế thép/nhôm Canada rồi rút lại, EU trả đũa","Tổng thống Trump áp thuế 50% lên thép/nhôm Canada khiến chứng khoán Mỹ bán tháo, sau đó rút lại quyết định; Australia không trả đũa, EU trả đũa khi thuế 25% chính thức có hiệu lực ngày 12/3.",2025-03-12T16:00:00+07:00,Thế giới
259,"VCB lập kỷ lục 8 tỷ cổ phiếu, vốn hóa nửa triệu tỷ","Vietcombank (VCB) trở thành doanh nghiệp đầu tiên có hơn 8 tỷ cổ phiếu sau phát hành, vốn điều lệ dự kiến lên 83.557 tỷ đồng, và là ngân hàng duy nhất đạt vốn hóa trên nửa triệu tỷ đồng.",2025-03-12T16:00:00+07:00,Tài chính
260,"Elon Musk được Trump ủng hộ giữa bão tẩy chay Tesla, X bị tấn công","Trump hứa mua xe Tesla ủng hộ Musk, gọi ông là ""người Mỹ tuyệt vời"", trong khi mạng xã hội X bị tấn công mạng (Musk nghi do Ukraine) với hơn 60.000 báo cáo mất kết nối, còn Tesla đối mặt khó khăn, cạnh tranh xe tự lái và nhà đầu tư mất niềm tin.",2025-03-12T16:00:00+07:00,Thế giới
261,"Chứng khoán Việt hướng tới nâng hạng, khối ngoại bán ròng đột biến, VNINDEX tăng 5 phiên","UBCKNN thúc đẩy nâng hạng với lộ trình KRX; khối ngoại bán ròng hơn 900 tỷ đồng ngày 12/3; VNINDEX tăng 5 phiên liên tiếp lên 1.334,41 điểm bất chấp Mỹ giảm, VCB, VHM, VIC đóng góp lớn.",2025-03-12T16:00:00+07:00,Thị trường
262,"Ngân hàng chạy đua tăng vốn, giảm lãi suất, nhận chuyển giao bắt buộc","Nhiều ngân hàng (Vietinbank, ACB, NAB) lên kế hoạch tăng vốn, chia cổ tức cổ phiếu; 20 ngân hàng giảm lãi suất huy động tính đến 12/3; 4 ngân hàng (VCB, HDBank, MB, VPBank) nhận chuyển giao bắt buộc ngân hàng yếu kém sẽ được hỗ trợ thanh khoản.",2025-03-12T16:00:00+07:00,Tài chính
263,"Giá dầu, vàng, cà phê biến động; vàng nhẫn lập đỉnh mới 94,1 triệu/lượng","Ngày 11/3 giá dầu, vàng, cà phê tăng do USD yếu; ngày 12/3 giá thép tăng do lạc quan nhu cầu TQ, đồng giảm do lo ngại thuế quan, giá vàng nhẫn lập đỉnh 94,1 triệu/lượng, giá cà phê thế giới đảo chiều giảm ngày 13/3.",2025-03-12T16:00:00+07:00,Hàng hóa
264,Đẩy mạnh nhà ở xã hội và cải tạo chung cư cũ,"Gói tín dụng 120.000 tỷ (nay 145.000 tỷ) cho NOXH giải ngân chậm (4.000 tỷ sau 2 năm); Vingroup cam kết 500.000 căn, Hoàng Quân 50.000 căn; Đà Nẵng cho thuê 334 căn giá từ 48.000đ/m2; TPHCM tài trợ 50% chi phí hạ tầng cải tạo chung cư cũ.",2025-03-12T16:00:00+07:00,Bất động sản
265,Ngân hàng đẩy mạnh công nghệ và quản lý rủi ro,"Sacombank và C06 ký kết triển khai xác thực điện tử qua VNeID; Techcombank nâng cao hiệu suất lập trình viên hơn 30% nhờ AWS và đồng hành cùng Metro số 1 TP.HCM; 2 ngân hàng lớn thêm tính năng ""loa ting ting""; NHNN công bố kết luận thanh tra Vietcombank Phú Nhuận; cảnh báo nguy cơ bong bóng nếu 2,5 triệu tỷ đồng bơm vào nền kinh tế chảy vào chứng khoán, BĐS.",2025-03-13T16:00:00+07:00,Tài chính
266,Vụ việc liên quan đến giao dịch ngân hàng và lừa đảo,"Người phụ nữ Trung Quốc bị kiện vì tiêu hết 35 triệu đồng ngân hàng đưa nhầm (rút 175 triệu, nhận 210 triệu); người đàn ông có 40 thẻ ngân hàng, giao dịch 70 lượt/ngày bị phát hiện liên quan lừa đảo, thu giữ 350 triệu đồng tiền mặt.",2025-03-13T16:00:00+07:00,Tài chính
267,Công nghệ AI và các tập đoàn lớn có nhiều động thái mới,"Google ra mắt mô hình AI Gemma 3 siêu nhẹ; ""tân binh"" AI Trung Quốc gây sốt; Elon Musk bị chỉ trích về Cybertruck và nỗ lực tiết kiệm chi tiêu liên bang không hiệu quả, Tesla đối mặt cạnh tranh gay gắt ở Trung Quốc; Warren Buffett được ca ngợi vì chốt lời trước khi thị trường sụp đổ; cổ phiếu Intel tăng 10% nhờ CEO mới.",2025-03-13T16:00:00+07:00,Thế giới
268,Quy hoạch và quản lý đất đai được siết chặt,"Phó Thủ tướng kiểm tra dự án bỏ hoang ở Nha Trang; TP.HCM quy hoạch phát triển TOD, KCN công nghệ cao, bám sông hướng biển; Hà Nội phê duyệt dự án thu gom nước thải hồ Tây, lên kế hoạch cải tạo sông Tô Lịch; Bắc Ninh yêu cầu đẩy nhanh tiến độ KĐT 27.000 tỷ; Kiên Giang xử lý tình trạng múc đất lúa làm nền nhà; 7 trường hợp không cấp sổ đỏ theo Luật Đất đai 2024.",2025-03-13T16:00:00+07:00,Bất động sản
